SitRecID,Country,ISO3,NatName,IntName,SitArea,IbaStatus,KbaStatus,AzeStatus,AddedDate,ChangeDate,Source,DelTxt,DelGeom,Shape_Leng,Shape_Area,GMBA_V2_ID,RangeNameM,split,kba_mt
6443,Kenya,KEN,North Nandi forest,North Nandi forest,11295,confirmed,confirmed,NA,2008-06-09,2008-06-09,"BirdLife International SitMapGlobal, 15/02/2008",NA,Draft polygon,0.840547198495,0.00917625652369,12171,Eastern Rift mountains,FALSE,TRUE
6444,Kenya,KEN,Ol Donyo Sabache,Ol Donyo Sabache,4197,confirmed,NA,NA,2009-02-01,NA,IBA directory description.,Digitized from IBA description using Google Earth.,Draft polygon,0.253559210879,0.00341003771634,12171,Eastern Rift mountains,FALSE,TRUE
6445,Kenya,KEN,South Nandi forest,South Nandi forest,16995,confirmed,confirmed,NA,2009-01-02,2018-08-22,"Nature Kenya and Text Site Maps.  Text: Bennun, L and Njoroge, P (1999) Important Bird Areas in Kenya.  Nature Kenya, the East Africa Natural History Society.","Digitized from satellite images, ESRI BaseMaps and IBA text recommendations",Draft polygon,0.807252999314,0.0138069410056,12171,Eastern Rift mountains,FALSE,TRUE
6446,Kenya,KEN,South Nguruman,South Nguruman,170613,confirmed,confirmed,NA,2011-11-18,NA,Provisional polygon digitized in GE,NA,Draft polygon,1.89145022519,0.138672740798,12171,Eastern Rift mountains,FALSE,TRUE
6447,Kenya,KEN,Busia grasslands,Busia grasslands,369,confirmed,confirmed,NA,2008-06-09,2008-06-09,"BirdLife International SitMapGlobal, 15/02/2008",NA,Draft polygon,0.131188079572,2.99401308961e-4,12171,Eastern Rift mountains,FALSE,FALSE
6448,Kenya,KEN,Kakamega forest,Kakamega forest,23096,confirmed,confirmed,NA,2008-06-09,2018-08-22,"Nature Kenya and Text Site Maps.  Text: Bennun, L and Njoroge, P (1999) Important Bird Areas in Kenya.  Nature Kenya, the East Africa Natural History Society.","Digitized from satellite images, ESRI BaseMaps and IBA text recommendations",Draft polygon,0.933448627153,0.018763703912,12171,Eastern Rift mountains,FALSE,TRUE
6450,Kenya,KEN,Sio Port swamp,Sio Port swamp,1355,confirmed,confirmed,NA,2008-03-25,NA,IBA directory description,NA,Draft polygon,0.227418938819,0.00110119855989,12171,Eastern Rift mountains,FALSE,FALSE
7041,Uganda,UGA,Mgahinga Gorilla National Park,Mgahinga Gorilla National Park,4103,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.296703300497,0.00333385641712,13127,Albertine Rift Mountains,FALSE,TRUE
7042,Uganda,UGA,Echuya Forest Reserve,Echuya Forest Reserve,3580,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.41462688912,0.00290912585769,13127,Albertine Rift Mountains,FALSE,TRUE
7043,Uganda,UGA,Nyamuriro swamp,Nyamuriro swamp,5065,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.503014635073,0.00411578408374,13127,Albertine Rift Mountains,FALSE,TRUE
7044,Uganda,UGA,Bwindi Impenetrable National Park,Bwindi Impenetrable National Park,31933,confirmed,confirmed,NA,2011-06-01,2011-05-20,"IBA, modified a bit to clean overlaping and border crossing with Rutshuru in DRC",NA,Draft polygon,1.32288944681,0.0259468381742,13127,Albertine Rift Mountains,FALSE,TRUE
7046,Uganda,UGA,Kibale National Park,Kibale National Park,79627,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.78846771128,0.0646914582896,13127,Albertine Rift Mountains,FALSE,TRUE
7047,Uganda,UGA,Queen Elizabeth National Park and Lake George,Queen Elizabeth National Park and Lake George,268238,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,4.44647167251,0.217921642088,13127,Albertine Rift Mountains,FALSE,TRUE
7048,Uganda,UGA,Kyambura Wildlife Reserve,Kyambura Wildlife Reserve,15498,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.674274444906,0.0125907000637,13127,Albertine Rift Mountains,FALSE,TRUE
7049,Uganda,UGA,Semliki National Park,Semliki National Park,21650,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.806597823488,0.0175901294995,13127,Albertine Rift Mountains,FALSE,TRUE
7050,Uganda,UGA,Semliki reserves,Semliki reserves,104716,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.8087736387,0.0850852540375,13127,Albertine Rift Mountains,FALSE,TRUE
7051,Uganda,UGA,Lake Mburo National Park,Lake Mburo National Park,36915,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.02834024677,0.0299915497828,13127,Albertine Rift Mountains,FALSE,TRUE
7052,Uganda,UGA,Mabira Forest Reserve,Mabira Forest Reserve,34314,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.90771611022,0.0278779890242,13127,Albertine Rift Mountains,FALSE,FALSE
7053,Uganda,UGA,Sango Bay area,Sango Bay area,54086,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.22138046065,0.043945046611,13127,Albertine Rift Mountains,FALSE,FALSE
7055,Uganda,UGA,Lutoboka point (Ssese islands),Lutoboka point (Ssese islands),4867,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.251520204494,0.00395390073038,13127,Albertine Rift Mountains,FALSE,FALSE
7056,Uganda,UGA,Nabugabo wetland,Nabugabo wetland,22116,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.661399900649,0.017967819911,13127,Albertine Rift Mountains,FALSE,FALSE
7057,Uganda,UGA,Mabamba Bay,Mabamba Bay,13437,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.32911701419,0.0109163368391,13127,Albertine Rift Mountains,FALSE,FALSE
7058,Uganda,UGA,Lutembe Bay,Lutembe Bay,818,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.163777967908,6.6438196408e-4,13127,Albertine Rift Mountains,FALSE,FALSE
7059,Uganda,UGA,Budongo Forest Reserve,Budongo Forest Reserve,81492,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,2.45984408746,0.0662373788965,13127,Albertine Rift Mountains,FALSE,TRUE
7060,Uganda,UGA,Murchison Falls National Park,Murchison Falls National Park,387314,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,3.33030528967,0.31489474146699997,13127,Albertine Rift Mountains,FALSE,TRUE
7061,Uganda,UGA,Ajai Wildlife Reserve,Ajai Wildlife Reserve,15818,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.770237153261,0.0128666827403,13127,Albertine Rift Mountains,FALSE,FALSE
7062,Uganda,UGA,Mount Kei Forest Reserve,Mount Kei Forest Reserve,41383,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.04921005097,0.0336879940265,13127,Albertine Rift Mountains,FALSE,TRUE
7063,Uganda,UGA,Mount Otzi Forest Reserve,Mount Otzi Forest Reserve,18597,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.08076661612,0.0151391520265,13127,Albertine Rift Mountains,FALSE,TRUE
7064,Uganda,UGA,Doho Rice Scheme,Doho Rice Scheme,3243,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.403582911807,0.0026352786531,12171,Eastern Rift mountains,FALSE,FALSE
7066,Uganda,UGA,Lake Bisina,Lake Bisina,6137,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,0.549809861453,0.00498774643457,12171,Eastern Rift mountains,FALSE,FALSE
7067,Uganda,UGA,Lake Opeta,Lake Opeta,56609,confirmed,confirmed,NA,2005-05-12,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.57772978078,0.0460068290692,12171,Eastern Rift mountains,FALSE,FALSE
7069,Uganda,UGA,Mount Moroto Forest Reserve,Mount Moroto Forest Reserve,48140,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.14927723588,0.0391465311628,12171,Eastern Rift mountains,FALSE,TRUE
7070,Uganda,UGA,Kidepo Valley National Park,Kidepo Valley National Park,145665,confirmed,confirmed,NA,2005-12-05,NA,RSPB funded initiative to create polygon boundaries for IBAs in Africa.,"Digitized from national and continental scale maps of protected areas, lakes and wetlands.",Draft polygon,1.81156771781,0.118599882037,12171,Eastern Rift mountains,FALSE,TRUE
14322,Nepal,NPL,Annapurna Conservation Area,Annapurna Conservation Area,738785,confirmed,confirmed,NA,2009-09-01,NA,"KBA data supplied by Jack Tordoff, BirdLife International",Unchanged,Refined polygon,4.72394415978,0.682365337654,11400,Himalaya,FALSE,TRUE
14323,Nepal,NPL,Barandabhar forests and wetlands,Barandabhar forests and wetlands,16766,confirmed,confirmed,NA,2009-09-01,NA,"Based on feedback from Partner, IBA Directory and Google Earth","Digitized in Google Earth at BirdLife International by Gill Bunting in 2009, based on feedback from Partner, boundary preserved in August 2012 even though site overlaps with bufferzone of Chitwan NP",Refined polygon,0.938325187548,0.0153357720803,11400,Himalaya,FALSE,TRUE
14324,Nepal,NPL,Bardia National Park,Bardia National Park,148605,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,2.47513671646,0.136900599981,11400,Himalaya,FALSE,TRUE
14325,Nepal,NPL,Chitwan National Park,Chitwan National Park,188053,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,3.54075900129,0.171757931012,11400,Himalaya,FALSE,TRUE
14326,Nepal,NPL,Dang Deukhuri foothill forests and west Rapti wetlands,Dang Deukhuri foothill forests and west Rapti wetlands,165524,confirmed,confirmed,NA,2009-09-01,2012-01-24,Revised with reference to Google Earth by Partner in late 2011,NA,Refined polygon,2.04215777574,0.151666367832,11400,Himalaya,FALSE,TRUE
14327,Nepal,NPL,Dharan forests,Dharan forests,82170,confirmed,confirmed,NA,2009-09-01,2012-01-24,Revised with reference to Google Earth by Partner in late 2011,NA,Refined polygon,1.62086918484,0.07456443934,11400,Himalaya,FALSE,TRUE
14328,Nepal,NPL,Dhorpatan Hunting Reserve,Dhorpatan Hunting Reserve,119318,confirmed,NA,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,2.09152921363,0.110118742631,11400,Himalaya,FALSE,TRUE
14329,Nepal,NPL,Ghodaghodi Lake,Ghodaghodi Lake,1092,confirmed,confirmed,NA,2009-09-01,NA,"Based on feedback from Partner, IBA Directory and Google Earth","Digitized in Google Earth at BirdLife International by Gill Bunting in 2009, based on feedback from Partner",Refined polygon,0.130582129285,0.00100834305956,11400,Himalaya,FALSE,FALSE
14331,Nepal,NPL,Kanchenjungha Conservation Area,Kanchenjungha Conservation Area,203712,confirmed,confirmed,NA,2009-09-01,2012-01-24,Revised with reference to Google Earth by Partner in late 2011,NA,Refined polygon,2.28721835667,0.186360990671,11400,Himalaya,FALSE,TRUE
14332,Nepal,NPL,Khaptad National Park,Khaptad National Park,47759,confirmed,NA,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,1.25022927391,0.0443822507182,11400,Himalaya,FALSE,TRUE
14333,Nepal,NPL,Koshi Tappu Wildlife Reserve and Koshi Barrage,Koshi Tappu Wildlife Reserve and Koshi Barrage,32190,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,0.825201051515,0.0291807767549,11400,Himalaya,FALSE,FALSE
14334,Nepal,NPL,Langtang National Park,Langtang National Park,212756,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,2.49104772956,0.195398402301,11400,Himalaya,FALSE,TRUE
14337,Nepal,NPL,Mai Valley forests,Mai Valley forests,80847,confirmed,confirmed,NA,2009-09-01,2012-01-24,Revised with reference to Google Earth by Partner in late 2011,NA,Refined polygon,1.20967179196,0.07343921564,11400,Himalaya,FALSE,TRUE
14338,Nepal,NPL,Makalu Barun National Park,Makalu Barun National Park,216879,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,2.46291275533,0.198406317704,11400,Himalaya,FALSE,TRUE
14339,Nepal,NPL,Parsa Wildlife Reserve,Parsa Wildlife Reserve,85538,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,1.63485460335,0.0780243959843,11400,Himalaya,FALSE,TRUE
14340,Nepal,NPL,Phulchoki Mountain forests,Phulchoki Mountain forests,4282,confirmed,confirmed,NA,2009-09-01,2012-01-24,Revised with reference to Google Earth by Partner in late 2011,NA,Refined polygon,0.617247223299,0.00391302239191,11400,Himalaya,FALSE,TRUE
14341,Nepal,NPL,Rara National Park,Rara National Park,30480,confirmed,NA,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,0.780434139549,0.0283648306372,11400,Himalaya,FALSE,TRUE
14342,Nepal,NPL,Sagarmatha National Park,Sagarmatha National Park,147690,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,1.87161984728,0.135363879237,11400,Himalaya,FALSE,TRUE
14343,Nepal,NPL,Shey-Phoksundo National Park,Shey-Phoksundo National Park,490981,confirmed,NA,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,4.45786876316,0.456233761617,11400,Himalaya,FALSE,TRUE
14344,Nepal,NPL,Shivapuri-Nagarjun National Park,Shivapuri-Nagarjun National Park,10741,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,1.11512682262,0.00983587684989,11400,Himalaya,FALSE,TRUE
14345,Nepal,NPL,Sukla Phanta Wildlife Reserve,Sukla Phanta Wildlife Reserve,68406,confirmed,confirmed,NA,2009-09-01,2012-09-06,Derived from Department of National Parks data and provied via Partner in August 2012,Protected IBAs extended to include designated Buffer Zones,Refined polygon,1.78710464005,0.0632704511299,11400,Himalaya,FALSE,TRUE
14346,Nepal,NPL,Tamur valley and watershed,Tamur valley and watershed,133442,confirmed,confirmed,NA,2009-09-01,NA,"KBA data supplied by Jack Tordoff, BirdLife International",Unchanged,Refined polygon,2.18841274178,0.121719728489,11400,Himalaya,FALSE,TRUE
16317,Mongolia,MNG,Khoton-Khorgon Lakes,Khoton-Khorgon Lakes,18946,confirmed,NA,NA,2010-10-28,NA,Recieved from Partner,Recieved from Partner,Refined polygon,1.53454049811,0.0230994243052,14435,Mongolian Altai,FALSE,TRUE
